Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,Travel_Rarely,338,Research & Development,15,1,Medical,1,700,2,Female,80,3,4,Sales Executive,4,Married,14442,20284,6,Y,No,13,3,3,80,0,7,4,2,4,6,0,5,No
32,Travel_Rarely,1319,Sales,14,4,Life Sciences,1,701,3,Female,85,4,3,Research Scientist,3,Married,1009,17911,6,Y,No,17,3,2,80,1,3,4,4,12,4,4,0,Yes
46,Travel_Rarely,1412,Research & Development,8,1,Marketing,1,702,4,Male,39,3,3,Healthcare Representative,1,Married,8252,6145,8,Y,Yes,20,3,1,80,0,5,0,3,5,8,0,7,Yes
30,Travel_Rarely,872,Sales,10,1,Other,1,703,2,Male,90,2,5,Research Director,2,Married,1009,10845,7,Y,Yes,24,3,3,80,0,4,3,2,14,7,4,4,Yes
24,Travel_Rarely,859,Research & Development,9,4,Human Resources,1,704,4,Male,79,2,5,Laboratory Technician,2,Single,9903,15734,3,Y,No,19,3,3,80,2,14,6,4,4,4,5,0,Yes
22,Travel_Frequently,237,Research & Development,17,5,Medical,1,705,4,Male,76,4,1,Healthcare Representative,1,Married,1009,12197,4,Y,No,21,3,2,80,1,14,4,2,0,0,4,8,Yes
42,Travel_Rarely,893,Sales,9,3,Marketing,1,706,4,Female,30,3,2,Laboratory Technician,3,Married,1009,5856,4,Y,No,23,3,3,80,2,18,5,4,1,7,0,3,No
25,Travel_Rarely,272,Human Resources,3,3,Marketing,1,707,3,Male,86,4,3,Research Scientist,4,Divorced,7185,13837,9,Y,No,19,3,1,80,1,13,1,1,2,5,0,4,No
52,Travel_Rarely,260,Sales,11,2,Life Sciences,1,708,1,Male,67,1,4,Healthcare Representative,3,Divorced,5912,12181,1,Y,No,21,3,3,80,0,12,1,2,10,12,0,0,No
18,Travel_Rarely,302,Sales,12,5,Life Sciences,1,709,1,Female,91,4,1,Manager,4,Married,11698,14216,6,Y,No,14,3,4,80,0,11,2,1,4,0,4,3,No
52,Travel_Rarely,1063,Sales,10,2,Other,1,710,4,Male,99,2,4,Sales Executive,4,Divorced,6865,17935,6,Y,Yes,12,3,4,80,0,16,0,3,0,3,2,8,No
38,Travel_Rarely,684,Research & Development,25,3,Other,1,711,3,Female,94,3,3,Research Scientist,3,Married,2999,26718,8,Y,No,11,3,2,80,2,0,1,1,0,0,5,1,Yes
36,Travel_Rarely,977,Research & Development,17,4,Life Sciences,1,712,2,Male,91,3,3,Laboratory Technician,2,Divorced,3962,12136,8,Y,No,16,3,4,80,2,10,1,3,0,1,1,0,No
31,Travel_Frequently,472,Research & Development,17,1,Technical Degree,1,713,4,Male,85,4,3,Sales Executive,2,Single,19999,25388,3,Y,No,15,3,4,80,1,13,6,2,23,9,1,5,No
40,Travel_Rarely,204,Sales,25,3,Other,1,714,2,Male,96,2,3,Research Director,2,Divorced,2389,8267,4,Y,Yes,16,3,3,80,0,25,2,3,2,0,7,0,Yes
36,Travel_Rarely,1103,Sales,11,5,Human Resources,1,715,2,Female,46,1,4,Laboratory Technician,4,Single,8965,20610,6,Y,Yes,17,3,1,80,0,2,2,1,9,0,0,6,Yes
46,Travel_Frequently,1250,Research & Development,22,3,Marketing,1,716,3,Male,37,4,1,Sales Executive,2,Single,8390,9026,9,Y,Yes,19,4,1,80,1,2,3,2,0,6,4,3,No
37,Travel_Rarely,1438,Research & Development,4,5,Other,1,717,3,Male,89,3,3,Sales Executive,4,Married,9074,20003,6,Y,No,20,3,3,80,2,0,3,4,14,4,4,4,No
38,Travel_Rarely,1077,Research & Development,7,5,Technical Degree,1,718,1,Female,69,2,5,Research Director,2,Married,8691,18806,9,Y,No,20,3,4,80,0,0,3,2,1,3,9,12,Yes
33,Travel_Rarely,899,Sales,21,5,Other,1,719,1,Male,91,3,1,Healthcare Representative,3,Single,5242,4751,7,Y,Yes,21,3,3,80,0,10,1,4,18,0,7,5,No
36,Travel_Rarely,1355,Research & Development,26,2,Technical Degree,1,720,3,Male,70,3,5,Healthcare Representative,1,Married,1009,10873,7,Y,Yes,16,3,4,80,0,5,2,1,19,8,3,0,Yes
39,Travel_Frequently,759,Research & Development,14,4,Life Sciences,1,721,4,Male,41,3,4,Sales Executive,4,Divorced,7231,24450,1,Y,Yes,16,4,4,80,0,5,5,2,0,3,4,4,No
21,Travel_Rarely,983,Research & Development,7,3,Life Sciences,1,722,1,Male,83,3,3,Sales Representative,3,Single,6439,23846,8,Y,No,23,4,4,80,1,11,0,4,14,0,6,6,No
24,Travel_Frequently,1322,Research & Development,24,4,Other,1,723,2,Female,40,1,1,Laboratory Technician,4,Married,7082,24449,3,Y,Yes,13,3,1,80,1,15,3,1,18,5,0,0,No
43,Travel_Frequently,834,Sales,8,1,Other,1,724,4,Female,89,2,3,Manufacturing Director,4,Married,9156,21683,0,Y,No,23,3,2,80,1,11,5,3,0,8,7,4,No
38,Travel_Rarely,524,Research & Development,1,3,Other,1,725,2,Female,97,4,3,Research Director,3,Married,4555,8927,0,Y,No,18,3,1,80,0,11,4,4,0,3,2,0,No
35,Non-Travel,673,Research & Development,24,4,Other,1,726,3,Female,75,2,1,Sales Executive,2,Married,3584,24619,4,Y,No,19,3,4,80,0,14,1,3,0,1,4,4,Yes
37,Travel_Rarely,272,Research & Development,22,4,Life Sciences,1,727,2,Male,67,2,3,Laboratory Technician,4,Married,10733,26010,6,Y,No,11,3,3,80,0,0,0,2,1,4,3,9,No
40,Non-Travel,274,Research & Development,4,1,Technical Degree,1,728,4,Female,90,2,3,Sales Executive,1,Divorced,4954,10001,4,Y,No,16,3,3,80,1,12,1,4,0,5,0,2,No
31,Travel_Rarely,764,Research & Development,12,5,Other,1,729,3,Male,46,4,2,Laboratory Technician,1,Married,4179,3692,2,Y,No,17,3,4,80,1,10,5,1,4,5,0,4,No
29,Travel_Rarely,554,Research & Development,24,3,Life Sciences,1,730,4,Male,95,2,2,Research Scientist,3,Divorced,3772,5945,6,Y,No,21,3,2,80,0,11,3,1,0,3,0,5,No
38,Travel_Rarely,451,Sales,3,3,Medical,1,731,2,Male,65,4,1,Research Director,1,Married,9294,9676,0,Y,No,18,3,1,80,0,6,5,3,11,8,2,5,No
27,Travel_Rarely,595,Research & Development,13,1,Marketing,1,732,4,Male,36,4,1,Research Scientist,3,Divorced,5514,13103,0,Y,No,22,3,1,80,0,9,5,1,7,1,0,4,No
40,Travel_Rarely,721,Research & Development,20,5,Human Resources,1,733,3,Female,45,1,3,Manufacturing Director,3,Single,16900,9917,1,Y,No,20,3,4,80,0,14,6,2,9,3,0,0,Yes
21,Travel_Rarely,1129,Research & Development,6,3,Other,1,734,2,Male,43,3,5,Sales Representative,4,Single,6770,6701,0,Y,No,21,3,4,80,1,23,1,2,13,3,0,4,Yes
46,Travel_Rarely,1218,Research & Development,11,3,Life Sciences,1,735,2,Male,54,4,1,Human Resources,3,Married,1009,7601,8,Y,No,18,3,2,80,1,0,3,3,8,0,1,1,No
41,Travel_Rarely,1020,Sales,23,3,Other,1,736,1,Male,33,3,3,Laboratory Technician,3,Divorced,4446,8028,3,Y,No,17,3,1,80,0,15,1,4,5,5,6,0,No
39,Travel_Frequently,107,Research & Development,4,5,Other,1,737,1,Male,58,2,5,Laboratory Technician,2,Single,9580,11297,6,Y,No,18,3,2,80,1,20,3,1,1,4,5,4,Yes
45,Travel_Rarely,389,Research & Development,20,1,Technical Degree,1,738,4,Male,85,3,2,Sales Executive,4,Divorced,3679,24046,4,Y,Yes,21,3,1,80,1,1,6,2,12,3,1,4,No
52,Non-Travel,1271,Sales,16,3,Life Sciences,1,739,1,Female,35,3,1,Sales Executive,1,Single,6419,6753,6,Y,No,19,3,2,80,0,9,2,4,8,6,8,0,No
46,Travel_Frequently,709,Research & Development,7,4,Human Resources,1,740,1,Male,30,3,3,Manufacturing Director,2,Single,11098,6492,6,Y,No,20,3,2,80,0,13,2,2,8,3,3,2,No
20,Non-Travel,558,Sales,22,5,Other,1,741,1,Female,68,2,2,Sales Executive,2,Single,11805,8336,0,Y,No,17,3,2,80,1,26,6,2,3,9,4,8,Yes
25,Travel_Rarely,1327,Research & Development,11,2,Human Resources,1,742,1,Male,30,2,4,Research Scientist,4,Married,4035,12890,0,Y,No,13,3,3,80,1,28,6,4,8,5,0,0,No
31,Travel_Rarely,1337,Human Resources,24,1,Life Sciences,1,743,3,Male,92,4,2,Sales Executive,4,Divorced,5292,16471,2,Y,Yes,19,3,3,80,0,1,6,4,2,5,0,4,Yes
37,Travel_Rarely,1131,Research & Development,1,4,Technical Degree,1,744,3,Female,86,4,3,Manufacturing Director,2,Single,6955,8705,9,Y,No,11,3,3,80,1,8,6,1,8,1,5,0,No
41,Travel_Frequently,725,Research & Development,26,3,Technical Degree,1,745,1,Female,96,1,5,Laboratory Technician,4,Married,12808,16869,1,Y,No,24,3,1,80,0,12,2,3,5,0,4,10,No
30,Travel_Rarely,477,Human Resources,27,2,Human Resources,1,746,4,Male,94,2,4,Sales Executive,4,Single,1330,8806,6,Y,Yes,18,3,2,80,1,15,2,3,11,7,7,6,No
38,Travel_Rarely,548,Research & Development,7,1,Life Sciences,1,747,3,Female,94,1,4,Research Scientist,3,Married,8190,20501,2,Y,No,16,3,4,80,2,12,6,2,0,0,7,1,No
30,Travel_Rarely,936,Research & Development,12,5,Life Sciences,1,748,1,Female,50,2,4,Laboratory Technician,4,Single,6760,24654,6,Y,Yes,21,4,4,80,1,3,2,3,7,3,0,4,Yes
31,Non-Travel,1231,Research & Development,7,2,Medical,1,749,3,Female,59,3,1,Manufacturing Director,3,Married,2284,6601,8,Y,Yes,13,3,1,80,1,3,4,2,11,7,5,0,No
24,Travel_Rarely,912,Research & Development,27,2,Life Sciences,1,750,2,Female,62,1,3,Laboratory Technician,2,Married,12315,16031,0,Y,Yes,19,3,1,80,0,0,1,4,7,1,0,0,Yes
28,Travel_Rarely,1221,Sales,23,4,Life Sciences,1,751,3,Female,77,1,4,Manager,2,Married,11154,21663,2,Y,No,16,3,4,80,1,0,5,2,0,2,0,3,No
24,Travel_Rarely,1060,Research & Development,7,1,Life Sciences,1,752,3,Male,51,1,2,Sales Executive,1,Single,13729,14437,5,Y,No,17,3,2,80,1,0,6,1,2,0,3,1,Yes
28,Travel_Rarely,950,Sales,10,4,Other,1,753,4,Female,83,2,5,Sales Executive,4,Single,12046,26201,8,Y,Yes,21,3,3,80,1,20,2,2,14,0,4,4,Yes
46,Travel_Rarely,910,Research & Development,16,4,Other,1,754,3,Male,33,4,3,Sales Executive,2,Married,6547,16129,4,Y,No,12,4,1,80,1,16,4,2,6,1,3,0,No
28,Travel_Rarely,1080,Research & Development,26,3,Life Sciences,1,755,4,Female,84,1,2,Laboratory Technician,3,Divorced,9411,13627,2,Y,Yes,11,3,1,80,2,15,6,1,2,2,5,2,No
60,Travel_Rarely,517,Research & Development,8,5,Life Sciences,1,756,2,Male,73,4,1,Healthcare Representative,2,Divorced,8059,18673,7,Y,No,11,3,1,80,0,9,4,1,14,4,0,9,Yes
41,Travel_Frequently,827,Research & Development,9,2,Other,1,757,1,Male,41,2,4,Sales Executive,4,Divorced,2236,17532,4,Y,Yes,13,3,4,80,0,10,1,3,16,5,5,9,No
38,Travel_Rarely,555,Research & Development,9,1,Other,1,758,4,Male,81,1,2,Manufacturing Director,1,Divorced,1009,16062,5,Y,Yes,21,3,3,80,1,9,1,4,0,9,0,10,No
29,Travel_Frequently,1416,Research & Development,2,5,Life Sciences,1,759,3,Male,94,2,3,Laboratory Technician,1,Married,8234,19584,1,Y,Yes,13,4,2,80,1,0,3,4,3,2,9,12,No
43,Travel_Frequently,1318,Sales,13,5,Life Sciences,1,760,3,Male,94,4,2,Human Resources,2,Married,6953,21267,3,Y,No,18,3,2,80,2,16,3,1,4,6,4,2,No
31,Travel_Rarely,251,Sales,13,1,Technical Degree,1,761,4,Male,39,4,1,Healthcare Representative,1,Single,4918,12470,0,Y,No,17,3,4,80,1,17,2,4,10,1,7,0,No
38,Travel_Rarely,860,Sales,23,5,Human Resources,1,762,2,Female,47,1,5,Manufacturing Director,4,Married,6065,23262,3,Y,No,20,3,1,80,2,2,0,2,5,10,0,8,No
60,Travel_Rarely,880,Research & Development,23,3,Human Resources,1,763,1,Female,76,4,4,Laboratory Technician,4,Married,14816,2812,0,Y,Yes,18,4,4,80,1,2,3,4,7,4,0,0,No
36,Travel_Frequently,1074,Sales,4,5,Technical Degree,1,764,3,Male,95,3,3,Human Resources,1,Divorced,1009,9170,3,Y,No,11,3,4,80,0,14,0,1,6,3,1,11,No
47,Travel_Rarely,864,Research & Development,25,3,Life Sciences,1,765,2,Female,78,3,4,Human Resources,3,Single,9507,6089,1,Y,No,14,3,2,80,1,13,5,4,20,1,0,4,No
30,Travel_Rarely,1103,Research & Development,24,2,Medical,1,766,1,Male,51,1,4,Laboratory Technician,1,Married,10459,2399,5,Y,Yes,18,3,3,80,0,17,3,1,10,7,7,9,Yes
36,Travel_Rarely,1441,Sales,12,2,Other,1,767,1,Male,55,2,4,Laboratory Technician,1,Married,11048,23908,5,Y,Yes,20,3,2,80,0,22,5,3,5,4,2,3,No
53,Travel_Rarely,177,Research & Development,17,4,Medical,1,768,3,Female,38,2,2,Laboratory Technician,2,Married,1009,10673,7,Y,Yes,12,3,4,80,0,3,4,1,5,4,0,1,No
31,Travel_Rarely,700,Research & Development,2,3,Life Sciences,1,769,4,Female,50,2,2,Laboratory Technician,3,Single,5121,11010,8,Y,No,17,3,4,80,0,10,4,2,9,0,0,6,No
53,Travel_Rarely,1395,Sales,13,2,Medical,1,770,3,Male,92,3,5,Laboratory Technician,1,Divorced,4887,16271,7,Y,No,18,3,1,80,0,3,5,2,1,1,0,5,No
43,Travel_Frequently,326,Research & Development,18,5,Other,1,771,3,Male,35,4,1,Research Scientist,2,Single,7872,15296,0,Y,No,24,3,1,80,0,4,4,2,8,0,4,0,No
31,Travel_Rarely,214,Research & Development,28,1,Life Sciences,1,772,3,Male,43,3,3,Research Director,2,Divorced,1191,26664,2,Y,Yes,19,3,4,80,0,7,5,1,7,2,4,3,No
42,Travel_Rarely,352,Research & Development,28,1,Marketing,1,773,2,Male,62,4,2,Laboratory Technician,2,Divorced,8278,4690,5,Y,No,17,3,2,80,0,22,0,1,1,2,4,2,No
45,Travel_Rarely,1358,Research & Development,27,3,Life Sciences,1,774,4,Male,53,3,4,Manager,4,Married,2341,16935,0,Y,No,22,3,1,80,1,19,2,2,0,0,5,4,No
42,Travel_Frequently,942,Research & Development,15,4,Life Sciences,1,775,2,Female,80,2,1,Laboratory Technician,2,Married,5101,20913,7,Y,Yes,19,4,3,80,1,10,5,4,0,3,9,3,Yes
22,Travel_Rarely,815,Research & Development,8,5,Life Sciences,1,776,3,Female,31,2,3,Healthcare Representative,2,Married,12821,26848,5,Y,No,12,3,3,80,2,0,3,1,5,2,8,4,Yes
30,Travel_Frequently,1208,Sales,15,3,Life Sciences,1,777,4,Female,44,2,3,Research Scientist,4,Married,10458,17882,0,Y,No,21,3,4,80,1,14,3,4,12,1,0,4,No
34,Travel_Rarely,226,Research & Development,1,1,Life Sciences,1,778,1,Male,64,1,3,Manufacturing Director,4,Single,7081,20381,9,Y,Yes,11,3,3,80,0,14,0,3,4,1,9,2,No
36,Travel_Rarely,1300,Research & Development,20,3,Technical Degree,1,779,4,Female,65,1,3,Laboratory Technician,2,Divorced,1009,17977,1,Y,No,11,3,3,80,1,4,5,3,12,4,1,5,No
42,Travel_Rarely,1194,Sales,10,5,Other,1,780,3,Male,68,4,5,Research Scientist,1,Married,8062,11990,5,Y,No,21,3,1,80,0,17,4,3,4,1,2,1,No
38,Travel_Rarely,1172,Research & Development,12,2,Other,1,781,4,Male,33,1,3,Sales Representative,3,Single,8378,21861,9,Y,No,22,3,1,80,0,3,2,3,0,10,2,10,No
24,Travel_Rarely,985,Human Resources,5,5,Life Sciences,1,782,1,Male,93,3,1,Sales Executive,4,Married,1009,22653,7,Y,No,14,3,2,80,1,17,3,2,0,3,4,4,No
40,Travel_Rarely,1381,Research & Development,9,2,Medical,1,783,1,Female,35,3,2,Laboratory Technician,3,Single,8148,25659,4,Y,Yes,11,3,1,80,1,13,2,1,1,7,0,7,Yes
42,Travel_Frequently,131,Research & Development,23,2,Marketing,1,784,4,Female,86,4,1,Sales Executive,4,Single,1442,23020,0,Y,No,17,3,2,80,1,0,2,3,7,0,2,2,No
41,Travel_Rarely,382,Research & Development,8,2,Medical,1,785,1,Male,59,4,4,Sales Representative,2,Married,1009,15470,9,Y,No,18,3,1,80,1,8,1,2,6,3,3,2,Yes
46,Travel_Rarely,1025,Research & Development,16,3,Medical,1,786,2,Male,96,2,5,Research Scientist,4,Married,1226,23969,1,Y,No,13,3,4,80,0,12,2,3,5,0,0,7,No
44,Travel_Rarely,1362,Research & Development,14,1,Technical Degree,1,787,4,Male,44,1,5,Manufacturing Director,2,Married,1009,16932,3,Y,No,24,3,2,80,2,13,5,1,5,5,0,6,No
41,Travel_Rarely,1373,Research & Development,27,3,Technical Degree,1,788,1,Female,46,2,4,Sales Executive,3,Divorced,4584,14951,3,Y,No,11,3,4,80,1,19,6,3,13,3,0,3,Yes
36,Travel_Rarely,469,Research & Development,25,1,Medical,1,789,1,Male,47,1,1,Research Scientist,1,Divorced,1775,26765,6,Y,Yes,13,3,2,80,1,20,1,3,18,11,0,0,No
21,Travel_Rarely,596,Research & Development,13,5,Life Sciences,1,790,4,Male,48,1,1,Sales Representative,2,Single,11860,3377,1,Y,Yes,12,3,3,80,1,9,6,4,2,2,2,2,No
40,Travel_Rarely,1150,Research & Development,23,4,Medical,1,791,2,Female,98,4,4,Sales Executive,3,Single,4812,17014,6,Y,Yes,16,3,2,80,0,15,0,4,5,0,1,3,No
38,Travel_Rarely,819,Research & Development,21,5,Other,1,792,4,Male,53,2,3,Manufacturing Director,3,Married,3116,2341,6,Y,Yes,21,3,2,80,0,23,4,4,0,3,5,1,No
39,Travel_Rarely,1118,Human Resources,13,3,Medical,1,793,1,Male,77,2,3,Sales Executive,4,Married,1009,8736,6,Y,Yes,17,3,2,80,0,3,1,4,6,4,0,0,No
25,Travel_Rarely,1439,Research & Development,5,3,Marketing,1,794,4,Male,59,1,2,Research Scientist,2,Divorced,4488,19459,2,Y,No,19,3,2,80,0,6,6,3,5,1,1,7,No
27,Travel_Rarely,707,Sales,16,1,Medical,1,795,1,Female,44,1,1,Laboratory Technician,3,Married,12861,6457,5,Y,No,15,3,2,80,0,0,2,3,8,1,5,3,No
46,Travel_Rarely,476,Research & Development,26,3,Marketing,1,796,3,Male,76,4,1,Laboratory Technician,1,Single,13772,16045,5,Y,No,14,3,3,80,0,6,4,4,12,0,0,10,No
36,Non-Travel,740,Research & Development,11,2,Life Sciences,1,797,4,Female,73,3,4,Manufacturing Director,4,Married,4785,20043,3,Y,No,11,3,2,80,2,12,2,1,0,5,7,3,No
43,Travel_Rarely,1150,Sales,22,3,Life Sciences,1,798,4,Female,56,2,4,Manufacturing Director,4,Divorced,6173,20619,0,Y,No,21,3,4,80,2,0,2,2,5,6,0,4,No
37,Travel_Rarely,1459,Research & Development,5,1,Life Sciences,1,799,1,Male,93,2,3,Research Scientist,3,Divorced,9803,2829,8,Y,Yes,24,3,2,80,1,14,1,3,5,12,5,1,Yes
37,Travel_Rarely,1480,Research & Development,13,1,Technical Degree,1,800,1,Male,70,4,1,Research Scientist,2,Single,1679,12945,1,Y,No,16,3,2,80,0,7,0,4,7,3,4,9,Yes
45,Travel_Frequently,217,Research & Development,28,2,Marketing,1,801,1,Male,97,4,1,Sales Executive,4,Married,8234,16500,8,Y,No,21,3,4,80,0,10,6,2,15,4,7,3,Yes
32,Travel_Frequently,149,Sales,11,1,Medical,1,802,1,Male,34,2,5,Healthcare Representative,2,Single,17623,17022,7,Y,Yes,18,3,1,80,1,2,2,4,3,3,0,3,Yes
37,Travel_Rarely,200,Research & Development,25,4,Medical,1,803,4,Female,82,2,2,Manager,3,Married,10096,18926,0,Y,No,14,3,1,80,0,10,5,4,10,13,2,0,No
32,Non-Travel,506,Research & Development,19,5,Medical,1,804,1,Female,37,1,2,Sales Executive,3,Single,9946,9628,6,Y,Yes,11,4,3,80,1,24,1,1,17,6,0,5,No
32,Travel_Rarely,1339,Sales,3,3,Technical Degree,1,805,4,Male,51,3,3,Sales Executive,2,Divorced,12815,3929,9,Y,Yes,24,3,2,80,2,8,5,1,1,4,2,2,No
34,Travel_Rarely,786,Human Resources,15,4,Marketing,1,806,2,Male,36,2,1,Sales Executive,1,Married,10747,6809,2,Y,Yes,24,4,2,80,0,0,5,3,7,11,1,0,No
38,Travel_Frequently,1004,Research & Development,7,3,Medical,1,807,4,Male,51,4,5,Human Resources,4,Divorced,5311,2707,9,Y,No,15,3,1,80,1,20,6,4,7,3,7,3,No
32,Travel_Frequently,604,Sales,7,4,Medical,1,808,1,Male,75,1,1,Manager,3,Divorced,1009,24712,9,Y,No,20,3,2,80,0,15,2,2,0,16,3,6,Yes
48,Travel_Rarely,995,Research & Development,6,3,Life Sciences,1,809,1,Male,59,1,4,Research Scientist,1,Single,5872,24106,8,Y,No,15,3,3,80,1,12,6,3,10,10,2,10,No
28,Travel_Rarely,359,Research & Development,3,2,Medical,1,810,2,Male,45,4,3,Laboratory Technician,1,Married,1942,2970,4,Y,No,12,3,4,80,0,15,5,1,13,4,2,4,Yes
35,Travel_Rarely,945,Research & Development,13,1,Other,1,811,4,Female,34,4,2,Research Scientist,2,Divorced,5175,12861,2,Y,No,16,3,2,80,0,11,6,3,2,6,0,2,Yes
32,Travel_Rarely,222,Sales,7,1,Life Sciences,1,812,2,Male,96,1,1,Laboratory Technician,2,Married,2405,11419,7,Y,No,20,3,4,80,1,24,4,3,5,4,1,5,No
50,Travel_Frequently,911,Sales,5,2,Marketing,1,813,4,Male,52,4,3,Healthcare Representative,2,Married,4667,2765,2,Y,No,19,3,3,80,1,17,0,4,0,6,2,3,No
38,Travel_Rarely,1079,Sales,23,4,Other,1,814,1,Female,90,1,2,Laboratory Technician,1,Married,1009,3724,6,Y,Yes,24,4,1,80,1,7,2,2,13,2,8,4,Yes
46,Travel_Rarely,155,Research & Development,18,5,Human Resources,1,815,4,Male,34,4,1,Sales Representative,4,Married,3241,25917,6,Y,No,16,4,3,80,1,22,5,1,12,11,3,4,No
23,Travel_Rarely,1120,Research & Development,22,4,Life Sciences,1,816,1,Male,52,1,5,Laboratory Technician,2,Married,8405,2454,6,Y,Yes,18,3,3,80,1,25,0,3,1,1,0,5,Yes
39,Travel_Rarely,1456,Sales,8,1,Other,1,817,1,Male,54,2,3,Sales Executive,4,Married,9592,16807,0,Y,Yes,20,4,3,80,1,18,6,3,1,5,10,6,Yes
44,Travel_Rarely,885,Sales,17,5,Other,1,818,3,Male,37,2,1,Manufacturing Director,2,Single,8572,25851,4,Y,No,13,3,3,80,3,14,0,4,4,5,5,3,No
37,Travel_Rarely,342,Research & Development,20,3,Life Sciences,1,819,3,Female,50,4,2,Laboratory Technician,1,Single,4732,12678,0,Y,No,20,3,4,80,2,4,4,3,14,3,5,16,No
46,Non-Travel,584,Research & Development,27,5,Other,1,820,4,Female,31,3,2,Research Director,4,Single,7086,5995,6,Y,No,12,3,3,80,1,16,4,2,6,0,1,7,No
32,Travel_Frequently,1114,Research & Development,1,4,Life Sciences,1,821,1,Female,51,2,5,Research Scientist,4,Single,15636,19275,7,Y,No,14,3,3,80,1,14,3,4,7,5,4,0,No
49,Travel_Rarely,288,Human Resources,14,2,Life Sciences,1,822,2,Female,97,1,3,Research Scientist,1,Married,3112,20261,6,Y,No,22,4,3,80,1,11,0,1,7,5,3,2,No
57,Travel_Frequently,757,Research & Development,17,3,Life Sciences,1,823,1,Male,93,3,3,Manufacturing Director,4,Single,14043,16884,0,Y,No,19,3,3,80,0,16,2,3,15,3,0,4,No
33,Travel_Frequently,363,Sales,10,4,Life Sciences,1,824,2,Female,48,1,1,Laboratory Technician,1,Single,1009,25529,2,Y,No,19,4,4,80,0,11,4,3,4,3,3,6,No
32,Travel_Frequently,1054,Research & Development,12,3,Medical,1,825,4,Female,82,1,2,Research Scientist,1,Divorced,1009,18544,9,Y,No,13,4,3,80,1,15,2,4,6,4,0,10,No
50,Travel_Rarely,1489,Research & Development,16,5,Life Sciences,1,826,4,Male,81,2,2,Human Resources,3,Married,5807,24155,2,Y,No,22,3,1,80,1,19,0,3,14,8,3,1,No
51,Travel_Rarely,592,Research & Development,14,1,Medical,1,827,2,Male,76,4,5,Research Scientist,2,Divorced,6323,17408,6,Y,No,23,3,3,80,1,0,4,1,14,8,3,8,No
32,Travel_Rarely,532,Human Resources,27,4,Marketing,1,828,2,Male,83,4,5,Research Scientist,3,Divorced,1186,4184,3,Y,No,11,3,3,80,0,3,3,2,0,5,0,4,No
33,Travel_Rarely,340,Sales,16,2,Other,1,829,1,Male,73,1,3,Sales Representative,1,Single,4953,24548,2,Y,No,11,3,2,80,0,4,0,2,0,2,2,5,Yes
34,Travel_Rarely,405,Sales,8,5,Technical Degree,1,830,4,Male,36,2,2,Sales Executive,1,Single,8392,24410,5,Y,No,14,3,2,80,0,26,2,4,6,2,4,8,No
24,Travel_Rarely,399,Research & Development,23,4,Medical,1,831,1,Female,30,1,1,Sales Executive,4,Married,1918,13801,9,Y,No,14,3,2,80,0,16,3,3,10,3,0,0,No
28,Travel_Rarely,177,Sales,28,2,Medical,1,832,2,Female,92,3,4,Laboratory Technician,1,Divorced,11274,26903,5,Y,Yes,21,3,3,80,1,16,0,4,8,2,3,6,No
27,Travel_Frequently,1458,Sales,10,4,Life Sciences,1,833,3,Male,68,1,1,Sales Executive,1,Married,11788,3149,9,Y,No,22,4,1,80,2,20,4,4,3,0,6,10,No
29,Travel_Rarely,1100,Sales,17,5,Marketing,1,834,3,Male,48,2,5,Human Resources,1,Married,12351,8350,4,Y,No,20,3,1,80,0,3,5,4,18,1,4,0,Yes
36,Travel_Rarely,743,Sales,27,4,Marketing,1,835,3,Female,60,1,1,Laboratory Technician,2,Single,2232,16235,5,Y,No,16,3,2,80,1,0,0,4,0,6,1,4,Yes
39,Non-Travel,928,Research & Development,18,3,Life Sciences,1,836,2,Female,53,2,2,Laboratory Technician,3,Married,2844,14840,2,Y,No,15,3,2,80,0,10,1,4,0,1,6,6,Yes
51,Non-Travel,384,Sales,20,5,Life Sciences,1,837,1,Male,98,4,3,Sales Executive,3,Single,5687,5441,9,Y,Yes,16,3,3,80,3,18,2,3,14,4,4,0,Yes
27,Travel_Frequently,692,Research & Development,16,4,Life Sciences,1,838,4,Female,94,2,4,Research Scientist,2,Married,5220,11455,4,Y,No,20,3,1,80,2,9,4,2,4,4,1,5,Yes
45,Non-Travel,173,Research & Development,17,1,Medical,1,839,2,Female,62,3,3,Manufacturing Director,2,Divorced,4969,15762,8,Y,Yes,17,3,1,80,0,0,4,2,17,5,0,3,No
34,Travel_Rarely,1388,Research & Development,16,4,Other,1,840,3,Female,88,2,4,Laboratory Technician,2,Married,10052,6195,3,Y,No,17,3,2,80,3,4,1,2,5,1,4,9,No
36,Non-Travel,804,Sales,19,3,Medical,1,841,1,Male,62,3,4,Manager,3,Divorced,9374,9601,1,Y,No,20,3,1,80,1,2,5,3,4,0,5,1,No
